Year,Attribute,Value
2005,"Labor: All labor: Price (index, 2015=1)",0.857101428
2005,"Labor: All labor: Quantity (million, $2015)",76084.78821
2005,"Labor: Hired labor: Price (index, 2015=1)",0.872250518
2005,"Labor: Hired labor: Quantity (million, $2015)",25254.37053
2005,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.849429936
2005,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",50839.08752
2005,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.648351276
2005,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",213664.8393
2005,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.536864019
2005,"Intermediate goods: Feed and seed: Quantity (million, $2015)",101510.6242
2005,"Intermediate goods: Energy: Price (index, 2015=1)",0.522785367
2005,"Intermediate goods: Energy: Quantity (million, $2015)",26309.15643
2005,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.624002031
2005,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",20560.25197
2005,"Intermediate goods: Pesticides: Price (index, 2015=1)",1.403914295
2005,"Intermediate goods: Pesticides: Quantity (million, $2015)",6282.351443
2005,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.76874969
2005,"Intermediate goods: Purchased services: Quantity (million, $2015)",56859.73129
2005,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.790713513
2005,"Intermediate goods: Other intermediate: Quantity (million, $2015)",6219.704694
2006,"Total output: Price (index, 2015=1)",0.702331447
2006,"Total output: Quantity (million, $2015)",363633.1978
2006,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.656452225
2006,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",154077.1645
2006,"Livestock and products: Meat animals: Price (index, 2015=1)",0.649143413
2006,"Livestock and products: Meat animals: Quantity (million, $2015)",74082.0684
2006,"Livestock and products: Dairy: Price (index, 2015=1)",0.768092318
2006,"Livestock and products: Dairy: Quantity (million, $2015)",31042.86131
2006,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.585499522
2006,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",45539.6614
2006,"Crops: All crops: Price (index, 2015=1)",0.731129314
2006,"Crops: All crops: Quantity (million, $2015)",181928.302
2006,"Crops: Food grains: Price (index, 2015=1)",0.750661709
2006,"Crops: Food grains: Quantity (million, $2015)",11842.59575
2006,"Crops: Feed crops: Price (index, 2015=1)",0.650649983
2006,"Crops: Feed crops: Quantity (million, $2015)",64455.58223
2006,"Crops: Oil crops: Price (index, 2015=1)",0.614930197
2006,"Crops: Oil crops: Quantity (million, $2015)",32853.83818
2006,"Crops: Vegetables and melons: Price (index, 2015=1)",0.73738344
2006,"Crops: Vegetables and melons: Quantity (million, $2015)",24583.76542
2006,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.662605727
2006,"Crops: Fruits and tree nuts: Quantity (million, $2015)",26040.00884
2006,"Crops: Other crops 2/: Price (index, 2015=1)",0.976786772
2006,"Crops: Other crops 2/: Quantity (million, $2015)",27099.17047
2006,"Farm-related output 3/: Price (index, 2015=1)",0.712309863
2006,"Farm-related output 3/: Quantity (million, $2015)",29809.52413
2006,"Total farm inputs: Price (index, 2015=1)",0.660436805
2006,"Total farm inputs: Quantity (million, $2015)",386700.178
2006,"Capital: All capital: Price (index, 2015=1)",0.438669055
2006,"Capital: All capital: Quantity (million, $2015)",92533.48712
2006,"Capital: Durable equipment: Price (index, 2015=1)",0.837270412
2006,"Capital: Durable equipment: Quantity (million, $2015)",21168.01653
2006,"Capital: Service buildings: Price (index, 2015=1)",0.989824202
2006,"Capital: Service buildings: Quantity (million, $2015)",6196.508854
2006,"Capital: Land: Price (index, 2015=1)",0.231048669
2006,"Capital: Land: Quantity (million, $2015)",58067.23732
2006,"Capital: Inventories: Price (index, 2015=1)",0.568846006
2006,"Capital: Inventories: Quantity (million, $2015)",5833.584273
2006,"Labor: All labor: Price (index, 2015=1)",0.93326869
2006,"Labor: All labor: Quantity (million, $2015)",70752.65681
2006,"Labor: Hired labor: Price (index, 2015=1)",0.946490813
2006,"Labor: Hired labor: Quantity (million, $2015)",23123.30943
2006,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.926522656
2006,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",47646.15206
2006,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.670413958
2006,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",221905.0062
2006,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.577440745
2006,"Intermediate goods: Feed and seed: Quantity (million, $2015)",102099.1282
2006,"Intermediate goods: Energy: Price (index, 2015=1)",0.596514661
2006,"Intermediate goods: Energy: Quantity (million, $2015)",25334.13844
2006,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.524380465
2006,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",25422.07973
2006,"Intermediate goods: Pesticides: Price (index, 2015=1)",1.3497785
2006,"Intermediate goods: Pesticides: Quantity (million, $2015)",6683.324707
2006,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.789643945
2006,"Intermediate goods: Purchased services: Quantity (million, $2015)",59744.33405
2006,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.819417169
2006,"Intermediate goods: Other intermediate: Quantity (million, $2015)",6310.863896
2007,"Total output: Price (index, 2015=1)",0.844750548
2007,"Total output: Quantity (million, $2015)",373631.6046
2007,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.789733153
2007,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",151554.2711
2007,"Livestock and products: Meat animals: Price (index, 2015=1)",0.688907394
2007,"Livestock and products: Meat animals: Quantity (million, $2015)",71471.91807
2007,"Livestock and products: Dairy: Price (index, 2015=1)",1.120493314
2007,"Livestock and products: Dairy: Quantity (million, $2015)",31706.8384
2007,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.717754566
2007,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",46163.66315
2007,"Crops: All crops: Price (index, 2015=1)",0.88772776
2007,"Crops: All crops: Quantity (million, $2015)",195311.4273
2007,"Crops: Food grains: Price (index, 2015=1)",1.016144785
2007,"Crops: Food grains: Quantity (million, $2015)",13197.78463
2007,"Crops: Feed crops: Price (index, 2015=1)",0.88026713
2007,"Crops: Feed crops: Quantity (million, $2015)",75502.51038
2007,"Crops: Oil crops: Price (index, 2015=1)",0.851634467
2007,"Crops: Oil crops: Quantity (million, $2015)",28052.86015
2007,"Crops: Vegetables and melons: Price (index, 2015=1)",0.786523273
2007,"Crops: Vegetables and melons: Quantity (million, $2015)",24567.72185
2007,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.666942379
2007,"Crops: Fruits and tree nuts: Quantity (million, $2015)",27965.97217
2007,"Crops: Other crops 2/: Price (index, 2015=1)",1.03324693
2007,"Crops: Other crops 2/: Quantity (million, $2015)",30538.74366
2007,"Farm-related output 3/: Price (index, 2015=1)",0.801723696
2007,"Farm-related output 3/: Quantity (million, $2015)",28132.75282
2007,"Total farm inputs: Price (index, 2015=1)",0.786555938
2007,"Total farm inputs: Quantity (million, $2015)",401275.3421
2007,"Capital: All capital: Price (index, 2015=1)",0.672514881
2007,"Capital: All capital: Quantity (million, $2015)",91731.12994
2007,"Capital: Durable equipment: Price (index, 2015=1)",0.91877018
2007,"Capital: Durable equipment: Quantity (million, $2015)",21167.6554
2007,"Capital: Service buildings: Price (index, 2015=1)",0.965414342
2007,"Capital: Service buildings: Quantity (million, $2015)",6082.106089
2007,"Capital: Land: Price (index, 2015=1)",0.556414692
2007,"Capital: Land: Quantity (million, $2015)",57665.65147
2007,"Capital: Inventories: Price (index, 2015=1)",0.75366609
2007,"Capital: Inventories: Quantity (million, $2015)",5684.972828
2007,"Labor: All labor: Price (index, 2015=1)",0.976086908
2007,"Labor: All labor: Quantity (million, $2015)",72264.15211
2007,"Labor: Hired labor: Price (index, 2015=1)",0.989240392
2007,"Labor: Hired labor: Quantity (million, $2015)",25285.05736
2007,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.969376695
2007,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",46961.19993
2007,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.780209765
2007,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",235063.5283
2007,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.719830773
2007,"Intermediate goods: Feed and seed: Quantity (million, $2015)",104067.5995
2007,"Intermediate goods: Energy: Price (index, 2015=1)",0.621546371
2007,"Intermediate goods: Energy: Quantity (million, $2015)",29082.05058
2007,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.819280755
2007,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",21643.48777
2007,"Intermediate goods: Pesticides: Price (index, 2015=1)",1.257886817
2007,"Intermediate goods: Pesticides: Quantity (million, $2015)",8361.242726
2007,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.842983127
2007,"Intermediate goods: Purchased services: Quantity (million, $2015)",67014.56898
2007,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.845838279
2007,"Intermediate goods: Other intermediate: Quantity (million, $2015)",6703.663976
2008,"Total output: Price (index, 2015=1)",0.928807017
2008,"Total output: Quantity (million, $2015)",387275.2158
2008,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.781575073
2008,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",154555.6286
2008,"Livestock and products: Meat animals: Price (index, 2015=1)",0.646932492
2008,"Livestock and products: Meat animals: Quantity (million, $2015)",75017.04375
2008,"Livestock and products: Dairy: Price (index, 2015=1)",1.081475177
2008,"Livestock and products: Dairy: Quantity (million, $2015)",32453.44756
2008,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.783196752
2008,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",47042.00434
2008,"Crops: All crops: Price (index, 2015=1)",1.041372574
2008,"Crops: All crops: Quantity (million, $2015)",201977.6582
2008,"Crops: Food grains: Price (index, 2015=1)",1.360752166
2008,"Crops: Food grains: Quantity (million, $2015)",15778.15789
2008,"Crops: Feed crops: Price (index, 2015=1)",1.18798772
2008,"Crops: Feed crops: Quantity (million, $2015)",71876.61581
2008,"Crops: Oil crops: Price (index, 2015=1)",1.130511241
2008,"Crops: Oil crops: Quantity (million, $2015)",30770.07365
2008,"Crops: Vegetables and melons: Price (index, 2015=1)",0.83652125
2008,"Crops: Vegetables and melons: Quantity (million, $2015)",20380.73779
2008,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.7043063
2008,"Crops: Fruits and tree nuts: Quantity (million, $2015)",26474.2769
2008,"Crops: Other crops 2/: Price (index, 2015=1)",0.835990124
2008,"Crops: Other crops 2/: Quantity (million, $2015)",39351.16483
2008,"Farm-related output 3/: Price (index, 2015=1)",0.892065515
2008,"Farm-related output 3/: Quantity (million, $2015)",32030.29012
2008,"Total farm inputs: Price (index, 2015=1)",0.910968911
2008,"Total farm inputs: Quantity (million, $2015)",394858.6317
2008,"Capital: All capital: Price (index, 2015=1)",0.770981194
2008,"Capital: All capital: Quantity (million, $2015)",91758.47621
2008,"Capital: Durable equipment: Price (index, 2015=1)",0.924444896
2008,"Capital: Durable equipment: Quantity (million, $2015)",21460.75486
2008,"Capital: Service buildings: Price (index, 2015=1)",0.994494136
2008,"Capital: Service buildings: Quantity (million, $2015)",5980.024326
2008,"Capital: Land: Price (index, 2015=1)",0.695219045
2008,"Capital: Land: Quantity (million, $2015)",57379.87957
2008,"Capital: Inventories: Price (index, 2015=1)",0.885975176
2008,"Capital: Inventories: Quantity (million, $2015)",5718.094812
2008,"Labor: All labor: Price (index, 2015=1)",1.044451067
2008,"Labor: All labor: Quantity (million, $2015)",70878.88524
2008,"Labor: Hired labor: Price (index, 2015=1)",1.05595042
2008,"Labor: Hired labor: Quantity (million, $2015)",24364.78023
2008,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",1.038638774
2008,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",46504.64492
2008,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.933212196
2008,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",230312.4113
2008,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.934247165
2008,"Intermediate goods: Feed and seed: Quantity (million, $2015)",102897.0597
2008,"Intermediate goods: Energy: Price (index, 2015=1)",0.810952189
2008,"Intermediate goods: Energy: Quantity (million, $2015)",26452.16135
2008,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.922760557
2008,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",24426.71533
2008,"Intermediate goods: Pesticides: Price (index, 2015=1)",1.453380725
2008,"Intermediate goods: Pesticides: Quantity (million, $2015)",8064.219674
2008,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.902319885
2008,"Intermediate goods: Purchased services: Quantity (million, $2015)",63165.77247
2008,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.891806698
2008,"Intermediate goods: Other intermediate: Quantity (million, $2015)",6830.519656
2009,"Total output: Price (index, 2015=1)",0.823384957
2009,"Total output: Quantity (million, $2015)",391433.5515
2009,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.667900543
2009,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",152370.4119
2009,"Livestock and products: Meat animals: Price (index, 2015=1)",0.589670435
2009,"Livestock and products: Meat animals: Quantity (million, $2015)",74560.38331
2009,"Livestock and products: Dairy: Price (index, 2015=1)",0.752288004
2009,"Livestock and products: Dairy: Quantity (million, $2015)",32329.41354
2009,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.728286304
2009,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",44611.80144
2009,"Crops: All crops: Price (index, 2015=1)",0.930343459
2009,"Crops: All crops: Quantity (million, $2015)",206857.299
2009,"Crops: Food grains: Price (index, 2015=1)",1.065958775
2009,"Crops: Food grains: Quantity (million, $2015)",14381.99645
2009,"Crops: Feed crops: Price (index, 2015=1)",0.959200534
2009,"Crops: Feed crops: Quantity (million, $2015)",75507.06535
2009,"Crops: Oil crops: Price (index, 2015=1)",1.043217879
2009,"Crops: Oil crops: Quantity (million, $2015)",34462.93784
2009,"Crops: Vegetables and melons: Price (index, 2015=1)",0.877474811
2009,"Crops: Vegetables and melons: Quantity (million, $2015)",20283.07112
2009,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.706342632
2009,"Crops: Fruits and tree nuts: Quantity (million, $2015)",27152.54487
2009,"Crops: Other crops 2/: Price (index, 2015=1)",0.845559367
2009,"Crops: Other crops 2/: Quantity (million, $2015)",37474.28315
2009,"Farm-related output 3/: Price (index, 2015=1)",0.864121559
2009,"Farm-related output 3/: Quantity (million, $2015)",32499.92087
2009,"Total farm inputs: Price (index, 2015=1)",0.821891375
2009,"Total farm inputs: Quantity (million, $2015)",392144.8842
2009,"Capital: All capital: Price (index, 2015=1)",0.560287431
2009,"Capital: All capital: Quantity (million, $2015)",92576.4331
2009,"Capital: Durable equipment: Price (index, 2015=1)",0.858473314
2009,"Capital: Durable equipment: Quantity (million, $2015)",22236.08448
2009,"Capital: Service buildings: Price (index, 2015=1)",1.163275909
2009,"Capital: Service buildings: Quantity (million, $2015)",5917.245412
2009,"Capital: Land: Price (index, 2015=1)",0.360355345
2009,"Capital: Land: Quantity (million, $2015)",57232.32651
2009,"Capital: Inventories: Price (index, 2015=1)",0.927929382
2009,"Capital: Inventories: Quantity (million, $2015)",5682.504553
2009,"Labor: All labor: Price (index, 2015=1)",1.080466256
2009,"Labor: All labor: Quantity (million, $2015)",68980.6874
2009,"Labor: Hired labor: Price (index, 2015=1)",1.08065331
2009,"Labor: Hired labor: Quantity (million, $2015)",23704.17956
2009,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",1.080586493
2009,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",45267.36661
2009,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.854319507
2009,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",229305.0547
2009,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.853719125
2009,"Intermediate goods: Feed and seed: Quantity (million, $2015)",101936.1057
2009,"Intermediate goods: Energy: Price (index, 2015=1)",0.521305379
2009,"Intermediate goods: Energy: Quantity (million, $2015)",34097.77604
2009,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.839368526
2009,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",23989.1551
2009,"Intermediate goods: Pesticides: Price (index, 2015=1)",1.562695139
2009,"Intermediate goods: Pesticides: Quantity (million, $2015)",7371.900472
2009,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.899027322
2009,"Intermediate goods: Purchased services: Quantity (million, $2015)",59540.21797
2009,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.912199834
2009,"Intermediate goods: Other intermediate: Quantity (million, $2015)",6484.946079
2010,"Total output: Price (index, 2015=1)",0.878549873
2010,"Total output: Quantity (million, $2015)",386177.8222
2010,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.779203964
2010,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",153927.4047
2010,"Livestock and products: Meat animals: Price (index, 2015=1)",0.695239736
2010,"Livestock and products: Meat animals: Quantity (million, $2015)",74433.84712
2010,"Livestock and products: Dairy: Price (index, 2015=1)",0.953992506
2010,"Livestock and products: Dairy: Quantity (million, $2015)",32966.41924
2010,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.781946619
2010,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",45403.86921
2010,"Crops: All crops: Price (index, 2015=1)",0.948718747
2010,"Crops: All crops: Quantity (million, $2015)",205503.0211
2010,"Crops: Food grains: Price (index, 2015=1)",0.99295968
2010,"Crops: Food grains: Quantity (million, $2015)",14498.38622
2010,"Crops: Feed crops: Price (index, 2015=1)",0.971626026
2010,"Crops: Feed crops: Quantity (million, $2015)",72230.6889
2010,"Crops: Oil crops: Price (index, 2015=1)",1.068392955
2010,"Crops: Oil crops: Quantity (million, $2015)",34329.13563
2010,"Crops: Vegetables and melons: Price (index, 2015=1)",0.859998936
2010,"Crops: Vegetables and melons: Quantity (million, $2015)",20238.2076
2010,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.786704188
2010,"Crops: Fruits and tree nuts: Quantity (million, $2015)",27472.84218
2010,"Crops: Other crops 2/: Price (index, 2015=1)",0.882364519
2010,"Crops: Other crops 2/: Quantity (million, $2015)",39220.03497
2010,"Farm-related output 3/: Price (index, 2015=1)",0.884036124
2010,"Farm-related output 3/: Quantity (million, $2015)",27567.95036
2010,"Total farm inputs: Price (index, 2015=1)",0.892730069
2010,"Total farm inputs: Quantity (million, $2015)",380043.7428
2010,"Capital: All capital: Price (index, 2015=1)",0.853995531
2010,"Capital: All capital: Quantity (million, $2015)",91898.61187
2010,"Capital: Durable equipment: Price (index, 2015=1)",0.885335181
2010,"Capital: Durable equipment: Quantity (million, $2015)",22250.6101
2010,"Capital: Service buildings: Price (index, 2015=1)",1.790486621
2010,"Capital: Service buildings: Quantity (million, $2015)",5834.784044
2010,"Capital: Land: Price (index, 2015=1)",0.725661934
2010,"Capital: Land: Quantity (million, $2015)",57174.45405
2010,"Capital: Inventories: Price (index, 2015=1)",1.268004636
2010,"Capital: Inventories: Quantity (million, $2015)",5398.504102
2010,"Labor: All labor: Price (index, 2015=1)",0.952501075
2010,"Labor: All labor: Quantity (million, $2015)",68698.67866
2010,"Labor: Hired labor: Price (index, 2015=1)",0.948625518
2010,"Labor: Hired labor: Quantity (million, $2015)",25485.29409
2010,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.954853527
2010,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",43210.36037
2010,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.893812497
2010,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",218569.2281
2010,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.851806931
2010,"Intermediate goods: Feed and seed: Quantity (million, $2015)",102929.2427
2010,"Intermediate goods: Energy: Price (index, 2015=1)",0.662617023
2010,"Intermediate goods: Energy: Quantity (million, $2015)",27727.67672
2010,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",1.067453668
2010,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",19707.96744
2010,"Intermediate goods: Pesticides: Price (index, 2015=1)",1.487159448
2010,"Intermediate goods: Pesticides: Quantity (million, $2015)",7207.458112
2010,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.903829613
2010,"Intermediate goods: Purchased services: Quantity (million, $2015)",57362.00413
2010,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.915791326
2010,"Intermediate goods: Other intermediate: Quantity (million, $2015)",6234.799235
2011,"Total output: Price (index, 2015=1)",1.060190971
2011,"Total output: Quantity (million, $2015)",387561.6143
2011,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.896374364
2011,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",156273.8066
2011,"Livestock and products: Meat animals: Price (index, 2015=1)",0.836115931
2011,"Livestock and products: Meat animals: Quantity (million, $2015)",76691.48471
2011,"Livestock and products: Dairy: Price (index, 2015=1)",1.178323185
2011,"Livestock and products: Dairy: Quantity (million, $2015)",33549.31038
2011,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.781433215
2011,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",46385.91286
2011,"Crops: All crops: Price (index, 2015=1)",1.191488675
2011,"Crops: All crops: Quantity (million, $2015)",197303.4069
2011,"Crops: Food grains: Price (index, 2015=1)",1.326585968
2011,"Crops: Food grains: Quantity (million, $2015)",12891.05417
2011,"Crops: Feed crops: Price (index, 2015=1)",1.430407558
2011,"Crops: Feed crops: Quantity (million, $2015)",69488.29173
2011,"Crops: Oil crops: Price (index, 2015=1)",1.282165529
2011,"Crops: Oil crops: Quantity (million, $2015)",31995.04157
2011,"Crops: Vegetables and melons: Price (index, 2015=1)",0.889439129
2011,"Crops: Vegetables and melons: Quantity (million, $2015)",19806.01756
2011,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.844841705
2011,"Crops: Fruits and tree nuts: Quantity (million, $2015)",28604.17504
2011,"Crops: Other crops 2/: Price (index, 2015=1)",0.962967994
2011,"Crops: Other crops 2/: Quantity (million, $2015)",37079.99368
2011,"Farm-related output 3/: Price (index, 2015=1)",0.985752354
2011,"Farm-related output 3/: Quantity (million, $2015)",36241.06517
2011,"Total farm inputs: Price (index, 2015=1)",1.076807677
2011,"Total farm inputs: Quantity (million, $2015)",381580.9759
2011,"Capital: All capital: Price (index, 2015=1)",1.318149647
2011,"Capital: All capital: Quantity (million, $2015)",91502.96335
2011,"Capital: Durable equipment: Price (index, 2015=1)",0.972635919
2011,"Capital: Durable equipment: Quantity (million, $2015)",22476.36262
2011,"Capital: Service buildings: Price (index, 2015=1)",2.223644653
2011,"Capital: Service buildings: Quantity (million, $2015)",5730.345415
2011,"Capital: Land: Price (index, 2015=1)",1.430044801
2011,"Capital: Land: Quantity (million, $2015)",57153.66583
2011,"Capital: Inventories: Price (index, 2015=1)",0.87431127
2011,"Capital: Inventories: Quantity (million, $2015)",4893.825296
2011,"Labor: All labor: Price (index, 2015=1)",0.914172185
2011,"Labor: All labor: Quantity (million, $2015)",68816.49724
2011,"Labor: Hired labor: Price (index, 2015=1)",0.910848294
2011,"Labor: Hired labor: Quantity (million, $2015)",25081.01509
2011,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.916199816
2011,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",43729.6834
2011,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",1.031092184
2011,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",220508.5066
2011,"Intermediate goods: Feed and seed: Price (index, 2015=1)",1.076853239
2011,"Intermediate goods: Feed and seed: Quantity (million, $2015)",98668.51221
2011,"Intermediate goods: Energy: Price (index, 2015=1)",0.808739703
2011,"Intermediate goods: Energy: Quantity (million, $2015)",26078.19258
2011,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",1.253157581
2011,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",20065.02066
2011,"Intermediate goods: Pesticides: Price (index, 2015=1)",1.093733268
2011,"Intermediate goods: Pesticides: Quantity (million, $2015)",10807.53048
2011,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.957908034
2011,"Intermediate goods: Purchased services: Quantity (million, $2015)",59876.89936
2011,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.941337632
2011,"Intermediate goods: Other intermediate: Quantity (million, $2015)",6056.137066
2012,"Total output: Price (index, 2015=1)",1.128828367
2012,"Total output: Quantity (million, $2015)",387309.9494
2012,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.918710593
2012,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",157542.6589
2012,"Livestock and products: Meat animals: Price (index, 2015=1)",0.882037335
2012,"Livestock and products: Meat animals: Quantity (million, $2015)",76260.80374
2012,"Livestock and products: Dairy: Price (index, 2015=1)",1.093663908
2012,"Livestock and products: Dairy: Quantity (million, $2015)",34304.68095
2012,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.842661119
2012,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",46450.8331
2012,"Crops: All crops: Price (index, 2015=1)",1.30645875
2012,"Crops: All crops: Quantity (million, $2015)",189323.9259
2012,"Crops: Food grains: Price (index, 2015=1)",1.374223621
2012,"Crops: Food grains: Quantity (million, $2015)",14469.6947
2012,"Crops: Feed crops: Price (index, 2015=1)",1.620843981
2012,"Crops: Feed crops: Quantity (million, $2015)",62478.00288
2012,"Crops: Oil crops: Price (index, 2015=1)",1.459272624
2012,"Crops: Oil crops: Quantity (million, $2015)",31790.52095
2012,"Crops: Vegetables and melons: Price (index, 2015=1)",0.848769078
2012,"Crops: Vegetables and melons: Quantity (million, $2015)",20515.28556
2012,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.979459939
2012,"Crops: Fruits and tree nuts: Quantity (million, $2015)",28697.44732
2012,"Crops: Other crops 2/: Price (index, 2015=1)",0.966005671
2012,"Crops: Other crops 2/: Quantity (million, $2015)",35376.90757
2012,"Farm-related output 3/: Price (index, 2015=1)",1.007269031
2012,"Farm-related output 3/: Quantity (million, $2015)",44800.79026
2012,"Total farm inputs: Price (index, 2015=1)",1.154641445
2012,"Total farm inputs: Quantity (million, $2015)",378651.2771
2012,"Capital: All capital: Price (index, 2015=1)",1.213657378
2012,"Capital: All capital: Quantity (million, $2015)",91899.46983
2012,"Capital: Durable equipment: Price (index, 2015=1)",0.926368369
2012,"Capital: Durable equipment: Quantity (million, $2015)",23200.47896
2012,"Capital: Service buildings: Price (index, 2015=1)",1.670786285
2012,"Capital: Service buildings: Quantity (million, $2015)",5678.534204
2012,"Capital: Land: Price (index, 2015=1)",1.361753859
2012,"Capital: Land: Quantity (million, $2015)",57125.9768
2012,"Capital: Inventories: Price (index, 2015=1)",0.573594879
2012,"Capital: Inventories: Quantity (million, $2015)",4817.2385
2012,"Labor: All labor: Price (index, 2015=1)",1.121152483
2012,"Labor: All labor: Quantity (million, $2015)",68276.22528
2012,"Labor: Hired labor: Price (index, 2015=1)",1.116439125
2012,"Labor: Hired labor: Quantity (million, $2015)",25139.74959
2012,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",1.124007438
2012,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",43132.32976
2012,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",1.145223027
2012,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",217533.1116
